Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
52,No,Travel_Frequently,890,Human Resources,9,2,Technical Degree,1,876,3,Female,43,3,5,Sales Executive,2,Divorced,4338,7775,1,Y,No,18,3,3,80,0,18,5,4,5,6,7,2
39,Yes,Travel_Frequently,502,Human Resources,3,3,Life Sciences,1,877,2,Female,69,3,1,Sales Executive,4,Single,3890,24104,1,Y,Yes,16,4,3,80,3,26,5,4,15,9,10,9
25,No,Travel_Rarely,1312,Human Resources,5,4,Other,1,878,3,Female,37,4,3,Human Resources,1,Divorced,14750,5522,6,Y,No,11,3,2,80,2,8,6,1,25,17,4,13
50,No,Non-Travel,273,Sales,26,4,Marketing,1,879,2,Male,78,2,1,Sales Representative,2,Single,9888,18365,9,Y,No,11,4,2,80,2,31,1,2,35,14,1,6
28,No,Non-Travel,197,Sales,22,4,Marketing,1,880,4,Female,62,2,5,Sales Executive,1,Divorced,12466,4989,4,Y,No,25,3,3,80,1,40,4,4,1,12,1,9
53,No,Non-Travel,474,Research & Development,1,4,Marketing,1,881,4,Male,87,4,5,Research Director,1,Single,1772,10521,1,Y,Yes,17,4,2,80,0,24,2,3,27,4,7,16
53,Yes,Travel_Rarely,1143,Sales,15,4,Marketing,1,882,2,Female,56,4,1,Research Scientist,2,Divorced,1763,4983,1,Y,Yes,11,4,4,80,3,5,6,1,13,16,0,6
39,No,Travel_Rarely,627,Sales,19,3,Technical Degree,1,883,2,Male,69,1,5,Human Resources,3,Married,19469,26049,0,Y,No,15,4,2,80,2,5,5,4,30,6,1,10
32,No,Travel_Rarely,908,Research & Development,1,5,Marketing,1,884,4,Male,78,2,5,Laboratory Technician,3,Single,18533,23837,2,Y,No,22,3,1,80,1,15,2,2,2,13,10,13
52,Yes,Travel_Rarely,967,Research & Development,14,4,Other,1,885,4,Male,71,2,4,Manufacturing Director,3,Single,11673,20930,7,Y,No,12,3,3,80,0,30,2,3,21,5,15,8
52,Yes,Travel_Frequently,280,Sales,3,3,Other,1,886,2,Male,86,3,1,Human Resources,4,Married,9436,13059,3,Y,Yes,16,4,1,80,3,19,0,4,28,16,13,7
18,No,Travel_Rarely,525,Research & Development,24,5,Life Sciences,1,887,1,Male,54,1,1,Research Director,4,Single,6095,7748,4,Y,No,19,4,2,80,1,30,3,4,35,1,8,13
59,No,Non-Travel,1399,Sales,2,3,Human Resources,1,888,2,Male,100,1,1,Research Director,2,Married,8939,14373,8,Y,Yes,22,4,1,80,2,16,2,4,1,11,7,4
43,No,Travel_Rarely,997,Research & Development,28,3,Technical Degree,1,889,2,Male,47,1,3,Manager,4,Single,10803,22542,9,Y,No,20,3,3,80,3,40,5,2,32,11,1,5
23,Yes,Travel_Frequently,1431,Sales,7,5,Life Sciences,1,890,4,Male,73,3,5,Laboratory Technician,1,Divorced,13666,8070,6,Y,No,20,4,4,80,2,18,5,4,0,14,0,15
39,No,Travel_Rarely,1254,Sales,19,1,Other,1,891,4,Male,77,3,1,Laboratory Technician,3,Married,4153,12147,9,Y,Yes,14,3,4,80,1,33,6,2,33,10,15,8
46,Yes,Travel_Frequently,819,Research & Development,25,3,Other,1,892,4,Female,76,3,3,Manufacturing Director,2,Single,11033,9389,6,Y,Yes,12,4,4,80,1,0,6,3,39,1,15,12
33,Yes,Non-Travel,810,Human Resources,12,5,Medical,1,893,1,Female,36,1,1,Research Director,3,Married,15913,9588,4,Y,No,21,3,3,80,1,11,2,3,29,16,10,12
34,No,Non-Travel,803,Research & Development,21,4,Marketing,1,894,4,Male,77,4,2,Research Director,2,Divorced,5746,19670,5,Y,Yes,19,3,3,80,2,31,2,1,26,12,1,4
51,Yes,Travel_Rarely,1413,Human Resources,25,2,Medical,1,895,2,Female,68,4,1,Manufacturing Director,1,Married,4343,10339,6,Y,No,15,4,4,80,2,7,4,3,20,18,10,1
51,No,Travel_Frequently,682,Research & Development,23,4,Human Resources,1,896,4,Female,54,4,1,Healthcare Representative,1,Married,12410,22271,0,Y,No,18,3,4,80,2,36,0,4,34,13,5,16
38,Yes,Travel_Rarely,302,Research & Development,29,2,Human Resources,1,897,2,Male,86,4,2,Research Director,2,Married,16960,9963,5,Y,Yes,11,4,1,80,1,8,4,2,17,2,6,7
40,No,Non-Travel,1355,Human Resources,3,3,Life Sciences,1,898,4,Male,51,4,3,Manager,4,Married,8382,12371,7,Y,Yes,23,3,3,80,1,0,5,1,29,7,11,13
41,No,Travel_Frequently,153,Sales,6,3,Life Sciences,1,899,2,Male,63,1,2,Sales Representative,4,Married,4406,4992,2,Y,No,23,3,1,80,1,20,6,2,24,2,3,15
59,No,Travel_Frequently,1369,Research & Development,13,3,Medical,1,900,3,Male,77,2,2,Research Director,3,Married,10394,4597,1,Y,Yes,12,3,4,80,1,32,0,3,9,1,6,17
59,No,Travel_Rarely,1316,Human Resources,15,4,Other,1,901,1,Male,93,1,3,Research Scientist,2,Divorced,1923,4535,4,Y,No,14,4,3,80,0,7,1,4,10,17,6,12
18,No,Non-Travel,1142,Research & Development,29,4,Marketing,1,902,4,Female,31,4,4,Research Scientist,1,Single,8782,17332,6,Y,Yes,11,4,4,80,0,40,3,2,6,15,4,1
36,Yes,Travel_Rarely,203,Sales,10,1,Other,1,903,2,Female,58,2,4,Manufacturing Director,3,Married,9420,22238,6,Y,Yes,12,3,4,80,2,14,4,1,24,8,1,15
59,No,Non-Travel,713,Human Resources,11,1,Technical Degree,1,904,1,Female,100,1,3,Sales Representative,1,Divorced,14021,19946,2,Y,Yes,11,4,3,80,0,21,1,1,38,7,12,4
39,No,Travel_Frequently,109,Human Resources,6,1,Medical,1,905,4,Male,65,1,2,Manager,2,Married,18875,9656,8,Y,No,21,3,1,80,2,28,1,3,5,15,9,10
34,Yes,Travel_Rarely,547,Sales,23,3,Human Resources,1,906,2,Female,68,1,1,Laboratory Technician,2,Divorced,3852,20816,5,Y,Yes,20,3,2,80,3,6,3,4,5,15,0,6
20,Yes,Travel_Frequently,1126,Research & Development,2,5,Marketing,1,907,2,Male,78,1,3,Human Resources,4,Married,18732,9691,8,Y,No,14,4,4,80,0,35,3,4,29,14,13,1
18,Yes,Travel_Frequently,561,Research & Development,11,5,Technical Degree,1,908,2,Female,90,2,1,Manager,2,Divorced,9666,21104,6,Y,Yes,25,4,3,80,0,0,2,3,34,1,9,14
31,No,Travel_Rarely,291,Research & Development,13,1,Marketing,1,909,2,Male,36,4,5,Research Director,3,Married,14560,5939,1,Y,No,18,4,4,80,3,23,2,3,26,10,14,4
50,Yes,Non-Travel,442,Research & Development,22,5,Life Sciences,1,910,3,Male,33,2,5,Healthcare Representative,3,Single,13468,19409,5,Y,No,24,4,4,80,3,4,1,2,26,17,15,1
57,Yes,Travel_Frequently,1036,Research & Development,20,3,Medical,1,911,2,Male,48,4,2,Sales Executive,4,Single,7029,26520,7,Y,No,11,4,2,80,0,8,4,4,11,5,1,13
52,No,Travel_Frequently,515,Human Resources,8,2,Technical Degree,1,912,1,Female,57,2,3,Manufacturing Director,4,Divorced,14153,25305,0,Y,Yes,22,3,1,80,2,8,1,3,28,17,12,10
26,Yes,Non-Travel,381,Sales,11,2,Medical,1,913,1,Male,63,3,5,Sales Representative,3,Married,18432,17785,5,Y,No,12,3,3,80,2,22,2,2,33,0,10,7
46,Yes,Travel_Frequently,372,Research & Development,11,1,Medical,1,914,4,Male,33,2,1,Manager,2,Divorced,5017,10256,1,Y,No,25,3,3,80,3,13,4,2,34,15,15,5
51,Yes,Non-Travel,258,Research & Development,26,2,Marketing,1,915,4,Female,44,4,5,Research Scientist,3,Married,4772,16089,0,Y,No,23,3,1,80,0,1,2,1,2,5,15,9
39,No,Non-Travel,145,Human Resources,22,2,Technical Degree,1,916,1,Male,76,3,3,Manufacturing Director,1,Married,10034,19455,7,Y,No,11,4,4,80,1,29,2,1,6,11,5,12
54,Yes,Travel_Frequently,666,Human Resources,27,1,Life Sciences,1,917,1,Male,98,3,3,Sales Representative,2,Divorced,1447,20865,5,Y,No,25,3,2,80,0,27,0,1,16,10,14,4
32,No,Travel_Frequently,1096,Human Resources,9,5,Marketing,1,918,4,Female,42,3,1,Human Resources,4,Married,16848,24025,2,Y,No,16,3,2,80,0,35,1,3,8,7,7,4
54,Yes,Non-Travel,652,Sales,21,2,Medical,1,919,2,Female,73,3,3,Human Resources,1,Married,7923,21897,7,Y,Yes,20,3,1,80,2,29,2,1,19,5,9,17
47,No,Travel_Rarely,945,Human Resources,13,2,Marketing,1,920,2,Female,52,3,5,Sales Executive,4,Divorced,15238,25302,7,Y,No,25,4,3,80,2,12,5,3,19,14,15,5
56,Yes,Travel_Frequently,1077,Human Resources,11,4,Technical Degree,1,921,2,Female,50,1,2,Manufacturing Director,1,Single,10735,6201,4,Y,Yes,11,3,1,80,0,38,0,4,22,15,7,15
44,No,Travel_Frequently,445,Research & Development,13,2,Life Sciences,1,922,3,Female,34,2,4,Manager,1,Single,3778,25615,4,Y,No,21,4,2,80,1,6,5,1,29,5,5,12
37,No,Travel_Frequently,1108,Research & Development,14,5,Human Resources,1,923,1,Male,46,2,2,Research Director,3,Married,11041,7454,2,Y,Yes,20,4,4,80,3,5,2,2,38,0,5,5
45,No,Travel_Rarely,718,Research & Development,24,2,Medical,1,924,1,Female,55,2,5,Healthcare Representative,1,Single,2830,16260,4,Y,Yes,12,4,3,80,3,32,3,2,20,10,8,1
36,No,Travel_Rarely,611,Human Resources,13,5,Medical,1,925,1,Male,86,3,3,Manager,2,Married,8584,24504,9,Y,No,15,4,2,80,2,11,4,4,35,7,10,14
30,No,Travel_Rarely,303,Human Resources,8,1,Medical,1,926,3,Male,61,2,1,Laboratory Technician,2,Married,11174,5418,2,Y,Yes,23,4,3,80,2,12,5,4,10,1,7,7
40,No,Travel_Frequently,250,Research & Development,2,2,Life Sciences,1,927,3,Female,33,4,1,Research Director,3,Married,18517,18433,0,Y,No,15,3,2,80,2,25,2,1,5,18,5,11
41,No,Non-Travel,758,Human Resources,17,1,Medical,1,928,1,Female,74,1,3,Manager,3,Single,9329,4334,9,Y,No,16,4,3,80,3,7,3,4,14,5,4,8
44,No,Non-Travel,983,Human Resources,24,4,Life Sciences,1,929,3,Male,60,3,2,Healthcare Representative,1,Married,15289,4491,5,Y,Yes,13,3,3,80,2,26,4,4,29,2,9,6
31,Yes,Non-Travel,1136,Human Resources,24,5,Human Resources,1,930,1,Female,66,4,1,Healthcare Representative,2,Single,5884,18005,8,Y,No,11,4,4,80,3,15,4,1,26,16,15,17
40,No,Travel_Rarely,825,Research & Development,20,1,Marketing,1,931,4,Male,81,2,4,Sales Executive,2,Single,2132,2488,7,Y,Yes,13,3,1,80,3,9,5,2,29,6,11,13
36,No,Travel_Frequently,1158,Human Resources,24,1,Other,1,932,1,Male,86,3,1,Manufacturing Director,3,Married,18986,8792,6,Y,No,15,4,4,80,0,27,3,4,28,11,2,17
39,Yes,Non-Travel,274,Research & Development,10,3,Medical,1,933,3,Male,81,2,3,Manager,1,Single,2608,22600,7,Y,No,11,3,2,80,2,27,2,2,15,15,15,15
33,No,Travel_Rarely,511,Human Resources,13,4,Technical Degree,1,934,1,Female,83,1,3,Manufacturing Director,4,Single,6045,2507,1,Y,Yes,21,3,2,80,2,21,2,1,3,10,9,1
50,No,Travel_Rarely,1256,Sales,18,2,Other,1,935,4,Male,60,4,2,Manufacturing Director,4,Divorced,13845,9124,0,Y,Yes,14,3,1,80,0,37,0,3,14,10,5,9
57,No,Non-Travel,1109,Sales,23,3,Human Resources,1,936,4,Male,64,4,4,Laboratory Technician,4,Single,7387,13865,1,Y,No,13,4,2,80,2,40,3,1,0,5,4,7
20,No,Non-Travel,689,Human Resources,12,4,Technical Degree,1,937,4,Female,53,3,1,Research Director,1,Married,4360,19021,2,Y,Yes,12,4,4,80,0,34,6,1,11,6,4,15
51,Yes,Travel_Frequently,1097,Sales,20,1,Other,1,938,2,Male,40,3,2,Sales Executive,4,Single,11591,20170,4,Y,Yes,13,3,2,80,2,35,1,3,34,17,12,6
22,No,Travel_Frequently,582,Research & Development,3,3,Marketing,1,939,2,Female,44,1,2,Research Scientist,4,Single,4999,10730,1,Y,Yes,11,4,1,80,2,29,6,1,32,18,3,3
55,No,Travel_Rarely,747,Research & Development,22,5,Life Sciences,1,940,4,Male,100,2,3,Human Resources,1,Divorced,9588,4666,4,Y,No,23,3,1,80,0,19,0,3,5,7,5,10
58,No,Travel_Frequently,1304,Sales,1,3,Marketing,1,941,1,Male,83,1,5,Manufacturing Director,1,Married,15860,5373,4,Y,No,12,3,2,80,2,22,6,4,17,10,15,4
27,Yes,Travel_Frequently,1456,Research & Development,20,3,Human Resources,1,942,3,Female,58,2,4,Manufacturing Director,3,Single,18220,16832,0,Y,No,20,3,2,80,2,5,1,4,19,2,0,12
19,No,Non-Travel,975,Research & Development,12,2,Human Resources,1,943,3,Male,80,2,1,Healthcare Representative,1,Divorced,18501,21838,6,Y,Yes,17,3,2,80,1,25,0,4,18,0,1,8
46,Yes,Travel_Rarely,921,Research & Development,20,3,Other,1,944,3,Male,96,1,4,Healthcare Representative,2,Married,4499,2924,0,Y,Yes,11,3,4,80,1,30,2,3,38,6,6,1
46,No,Non-Travel,253,Research & Development,4,5,Technical Degree,1,945,1,Female,65,1,2,Human Resources,3,Married,10633,4916,5,Y,Yes,18,4,2,80,1,33,2,4,21,11,5,7
54,No,Travel_Frequently,1494,Human Resources,27,2,Technical Degree,1,946,3,Female,30,1,3,Laboratory Technician,4,Single,14254,13496,3,Y,No,22,4,4,80,0,29,1,3,27,4,8,16
49,No,Non-Travel,1249,Research & Development,28,5,Medical,1,947,2,Female,91,4,5,Sales Executive,1,Married,3572,10005,4,Y,No,25,4,4,80,0,27,0,3,23,17,3,15
32,Yes,Travel_Frequently,1346,Human Resources,4,1,Medical,1,948,3,Female,80,2,3,Manufacturing Director,4,Married,14137,8930,9,Y,No,12,4,3,80,3,0,6,2,38,7,8,4
48,No,Travel_Rarely,1209,Research & Development,13,5,Life Sciences,1,949,3,Female,37,3,1,Laboratory Technician,4,Divorced,1241,3663,1,Y,No,12,4,4,80,3,4,6,4,12,17,8,8
57,No,Non-Travel,281,Human Resources,1,1,Technical Degree,1,950,2,Male,78,1,5,Research Scientist,4,Divorced,7452,24174,3,Y,No,15,4,1,80,3,40,1,4,23,10,13,2
56,No,Non-Travel,249,Sales,18,2,Life Sciences,1,951,4,Female,40,4,3,Human Resources,4,Married,3077,23002,3,Y,No,14,4,3,80,3,38,1,4,32,6,10,2
44,Yes,Travel_Frequently,662,Human Resources,27,2,Life Sciences,1,952,1,Female,52,3,2,Sales Representative,2,Single,14192,16977,1,Y,Yes,25,3,4,80,2,10,1,3,11,13,8,8
37,Yes,Non-Travel,1391,Research & Development,25,5,Medical,1,953,1,Female,69,2,2,Healthcare Representative,4,Married,1805,21918,8,Y,Yes,19,4,4,80,2,20,5,3,38,1,12,5
48,Yes,Travel_Rarely,208,Human Resources,12,5,Human Resources,1,954,1,Male,79,2,4,Laboratory Technician,1,Married,6860,25833,6,Y,No,14,3,2,80,2,4,4,1,11,10,11,15
47,No,Travel_Rarely,1034,Sales,7,5,Marketing,1,955,3,Male,38,2,3,Sales Executive,3,Single,3805,4502,1,Y,No,17,4,1,80,3,9,2,4,29,13,3,3
28,Yes,Travel_Rarely,699,Sales,28,2,Life Sciences,1,956,1,Female,99,1,3,Research Scientist,2,Divorced,17660,25012,2,Y,Yes,21,3,4,80,1,7,0,4,33,16,6,2
28,Yes,Non-Travel,976,Research & Development,25,3,Other,1,957,2,Female,30,4,2,Healthcare Representative,1,Single,15728,2831,8,Y,No,19,4,3,80,3,10,3,4,13,12,10,2
28,Yes,Travel_Frequently,781,Human Resources,22,1,Human Resources,1,958,1,Female,95,1,5,Manufacturing Director,3,Single,5232,6315,6,Y,No,22,3,1,80,3,0,3,2,8,7,10,1
27,No,Non-Travel,491,Sales,9,2,Technical Degree,1,959,2,Male,72,2,5,Human Resources,4,Single,5647,20452,0,Y,Yes,22,4,2,80,3,27,4,4,35,15,9,0
33,No,Non-Travel,622,Research & Development,9,3,Human Resources,1,960,4,Female,85,4,3,Sales Executive,1,Divorced,18919,11511,4,Y,No,12,4,1,80,3,19,1,4,10,16,0,4
36,No,Non-Travel,836,Human Resources,11,1,Technical Degree,1,961,4,Female,54,1,3,Laboratory Technician,3,Married,6245,24970,3,Y,No,21,3,3,80,3,28,5,3,15,11,8,1
37,Yes,Travel_Frequently,459,Research & Development,24,2,Other,1,962,1,Female,41,1,3,Laboratory Technician,3,Married,17607,24567,6,Y,Yes,18,3,4,80,1,5,3,3,34,18,0,7
19,Yes,Travel_Frequently,1194,Sales,1,5,Medical,1,963,4,Female,69,2,2,Manager,3,Single,11772,24773,4,Y,No,11,4,3,80,3,20,3,4,38,2,3,6
46,No,Non-Travel,727,Research & Development,15,4,Life Sciences,1,964,3,Male,43,1,4,Healthcare Representative,3,Single,19701,17323,0,Y,Yes,21,3,2,80,1,12,3,4,3,0,6,8
47,Yes,Travel_Rarely,246,Human Resources,22,5,Technical Degree,1,965,1,Male,65,4,1,Human Resources,2,Single,19760,21895,7,Y,Yes,12,4,4,80,1,13,4,4,34,16,11,4
50,Yes,Travel_Rarely,1418,Sales,28,5,Other,1,966,1,Male,60,4,4,Manager,1,Single,19636,2374,0,Y,No,18,4,3,80,2,29,5,3,19,8,3,1
46,Yes,Travel_Rarely,450,Sales,14,2,Medical,1,967,3,Female,68,4,3,Human Resources,4,Divorced,9499,10269,5,Y,Yes,21,3,4,80,2,32,6,3,28,16,7,15
39,Yes,Travel_Rarely,1232,Human Resources,13,4,Other,1,968,2,Male,34,4,2,Healthcare Representative,4,Single,4215,24596,7,Y,Yes,12,3,3,80,0,31,4,2,24,18,5,4
30,No,Travel_Rarely,1128,Research & Development,10,1,Life Sciences,1,969,4,Male,46,3,1,Laboratory Technician,2,Divorced,5538,24486,6,Y,No,13,4,2,80,2,7,2,4,9,8,1,6
26,No,Non-Travel,650,Research & Development,16,1,Marketing,1,970,3,Female,61,3,3,Research Director,3,Single,15803,3467,2,Y,No,17,3,4,80,0,12,3,3,16,11,8,15
43,No,Non-Travel,322,Sales,19,2,Technical Degree,1,971,2,Male,31,4,3,Healthcare Representative,4,Single,14287,5481,2,Y,No,25,3,1,80,3,18,2,4,35,11,7,0
34,Yes,Travel_Frequently,765,Research & Development,19,3,Human Resources,1,972,4,Female,72,4,1,Sales Executive,4,Married,18668,21942,4,Y,No,21,3,4,80,1,36,5,1,16,13,1,0
51,No,Travel_Rarely,602,Research & Development,19,4,Technical Degree,1,973,4,Female,53,2,2,Healthcare Representative,4,Married,12057,24262,0,Y,No,18,3,4,80,0,4,2,1,11,1,1,6
55,No,Travel_Frequently,735,Sales,2,4,Medical,1,974,2,Female,78,2,1,Sales Representative,2,Single,8796,26830,3,Y,No,20,4,2,80,0,21,1,1,30,2,5,5
44,No,Non-Travel,1247,Human Resources,29,2,Other,1,975,4,Male,65,2,4,Healthcare Representative,3,Married,19347,12715,7,Y,No,25,3,1,80,1,9,1,1,5,5,13,17
21,Yes,Travel_Frequently,953,Sales,14,3,Other,1,976,2,Male,92,4,1,Research Scientist,1,Single,14987,10786,7,Y,Yes,25,4,2,80,3,13,3,4,16,15,15,17
52,Yes,Non-Travel,1006,Human Resources,26,5,Marketing,1,977,3,Male,89,4,1,Research Scientist,1,Divorced,17850,18482,9,Y,No,19,4,2,80,0,38,1,2,25,2,12,8
25,Yes,Non-Travel,104,Research & Development,7,4,Human Resources,1,978,1,Male,79,4,5,Sales Representative,1,Divorced,3442,24703,6,Y,Yes,18,4,1,80,3,37,4,2,7,5,8,4
53,Yes,Non-Travel,866,Sales,22,3,Human Resources,1,979,1,Female,40,3,5,Healthcare Representative,4,Divorced,4892,17536,0,Y,Yes,24,3,3,80,0,30,3,1,3,15,9,1
36,No,Non-Travel,971,Sales,19,3,Technical Degree,1,980,4,Male,49,3,4,Human Resources,1,Married,3216,5095,0,Y,No,21,4,1,80,3,35,5,3,1,5,0,11
21,No,Travel_Frequently,1464,Research & Development,19,4,Life Sciences,1,981,2,Female,40,1,2,Sales Executive,3,Single,16520,10909,7,Y,No,24,4,3,80,2,16,6,2,22,4,12,8
60,No,Non-Travel,678,Human Resources,13,3,Human Resources,1,982,2,Male,67,1,3,Human Resources,2,Divorced,16035,22167,3,Y,Yes,23,4,4,80,0,24,6,1,33,10,10,15
23,Yes,Travel_Frequently,1328,Sales,2,3,Other,1,983,4,Female,65,3,5,Healthcare Representative,1,Divorced,12065,18586,6,Y,Yes,22,3,3,80,2,16,2,1,36,18,13,6
29,Yes,Travel_Frequently,600,Research & Development,5,4,Technical Degree,1,984,1,Female,41,1,5,Research Director,1,Single,9210,15540,6,Y,No,24,3,1,80,2,36,3,1,32,6,1,14
30,Yes,Travel_Rarely,1191,Human Resources,29,1,Life Sciences,1,985,4,Male,49,3,5,Sales Executive,2,Divorced,11984,12969,4,Y,Yes,25,3,2,80,2,30,5,3,38,17,8,14
37,Yes,Non-Travel,705,Human Resources,19,2,Medical,1,986,4,Male,90,2,1,Manufacturing Director,4,Divorced,16017,8095,7,Y,No,23,4,3,80,1,27,3,4,39,16,14,17
51,Yes,Travel_Frequently,779,Research & Development,9,3,Other,1,987,4,Male,38,2,3,Healthcare Representative,1,Single,5471,25753,9,Y,Yes,25,3,3,80,1,29,2,1,37,6,8,12
33,No,Non-Travel,415,Research & Development,27,5,Marketing,1,988,4,Female,84,3,4,Human Resources,1,Married,14430,20260,6,Y,No,22,3,1,80,0,26,2,3,33,0,10,7
24,Yes,Non-Travel,370,Sales,5,4,Technical Degree,1,989,2,Female,36,2,4,Laboratory Technician,4,Divorced,18601,15655,2,Y,Yes,18,4,4,80,0,6,1,1,13,17,0,15
52,No,Travel_Rarely,1101,Sales,25,1,Medical,1,990,1,Male,68,3,5,Sales Representative,3,Single,14160,14437,3,Y,Yes,16,4,1,80,1,40,6,2,21,4,2,5
60,Yes,Travel_Frequently,1298,Human Resources,11,5,Marketing,1,991,3,Female,98,2,5,Manufacturing Director,4,Divorced,11767,7144,0,Y,No,21,3,2,80,0,10,1,2,1,6,13,12
51,Yes,Travel_Frequently,361,Research & Development,28,4,Other,1,992,2,Male,99,3,2,Sales Executive,2,Single,16172,26302,6,Y,No,13,3,4,80,1,17,3,1,0,13,5,17
32,No,Travel_Frequently,1408,Sales,12,3,Medical,1,993,3,Male,52,2,2,Sales Executive,4,Single,2206,3926,4,Y,No,16,4,4,80,0,8,6,4,14,4,5,17
40,Yes,Non-Travel,741,Sales,6,3,Human Resources,1,994,3,Male,73,3,4,Sales Representative,2,Single,15750,17106,0,Y,No,12,4,4,80,2,37,3,3,25,14,7,16
43,Yes,Travel_Frequently,1348,Human Resources,10,3,Other,1,995,4,Male,59,2,2,Laboratory Technician,1,Single,6351,11381,8,Y,Yes,19,4,4,80,0,27,1,2,39,8,10,8
28,Yes,Travel_Frequently,167,Research & Development,14,1,Technical Degree,1,996,2,Female,40,2,1,Manager,2,Single,17774,3042,1,Y,Yes,12,4,2,80,1,22,3,1,20,17,2,1
52,No,Non-Travel,851,Human Resources,7,4,Marketing,1,997,3,Male,88,1,2,Sales Executive,4,Divorced,17769,17193,1,Y,Yes,16,4,3,80,2,22,3,3,36,10,11,11
19,Yes,Travel_Frequently,1430,Human Resources,23,4,Life Sciences,1,998,4,Female,68,3,3,Human Resources,2,Single,12313,7351,5,Y,Yes,13,3,4,80,0,25,5,3,6,2,5,2
37,Yes,Travel_Frequently,706,Sales,10,3,Life Sciences,1,999,2,Female,47,4,4,Manufacturing Director,4,Divorced,1851,18900,8,Y,Yes,11,3,3,80,1,5,6,2,18,9,0,5
55,No,Travel_Frequently,580,Research & Development,21,1,Other,1,1000,1,Female,41,1,3,Laboratory Technician,3,Married,19741,12480,9,Y,No,15,4,3,80,1,15,1,3,19,13,0,2
53,No,Non-Travel,519,Research & Development,24,2,Marketing,1,1001,4,Female,55,2,5,Research Scientist,2,Married,15017,20013,6,Y,No,18,3,3,80,0,7,1,1,10,2,6,16
23,No,Non-Travel,290,Research & Development,19,3,Other,1,1002,2,Female,99,1,5,Research Scientist,4,Married,12820,7264,3,Y,No,21,3,2,80,1,12,2,4,35,6,3,14
27,No,Travel_Frequently,1384,Research & Development,16,1,Marketing,1,1003,4,Female,31,2,5,Human Resources,1,Single,16709,11615,0,Y,No,12,3,2,80,0,15,2,3,37,11,13,0
49,No,Travel_Frequently,1165,Research & Development,25,4,Marketing,1,1004,4,Male,74,2,3,Sales Executive,2,Divorced,3474,14458,3,Y,Yes,11,3,4,80,0,3,2,4,1,6,12,6
21,Yes,Travel_Frequently,1047,Human Resources,1,3,Other,1,1005,4,Male,80,2,2,Manager,2,Single,16122,4036,0,Y,No,22,4,1,80,3,4,2,1,35,13,6,7
29,No,Travel_Frequently,543,Human Resources,26,4,Marketing,1,1006,3,Male,99,2,5,Laboratory Technician,2,Married,11988,21747,0,Y,No,13,4,2,80,2,17,2,3,7,6,3,13
19,No,Travel_Frequently,1165,Human Resources,25,2,Medical,1,1007,2,Male,55,4,5,Manager,2,Divorced,18437,2650,0,Y,No,17,4,4,80,2,26,3,3,33,13,15,8
24,Yes,Non-Travel,1107,Human Resources,5,1,Medical,1,1008,1,Male,72,3,2,Sales Executive,4,Married,2231,6086,4,Y,Yes,11,3,1,80,2,5,2,4,11,17,3,9
31,Yes,Non-Travel,250,Research & Development,18,4,Human Resources,1,1009,3,Male,33,2,4,Human Resources,1,Single,6461,15190,0,Y,Yes,16,4,4,80,2,11,5,4,32,7,12,16
34,No,Travel_Frequently,1027,Human Resources,9,1,Life Sciences,1,1010,3,Male,65,3,5,Research Director,4,Married,1948,2384,3,Y,No,12,4,2,80,3,9,1,4,37,15,8,4
24,Yes,Travel_Rarely,527,Research & Development,26,5,Life Sciences,1,1011,1,Male,87,1,5,Manager,3,Divorced,19804,4880,6,Y,No,19,3,1,80,3,16,6,1,15,8,8,17
35,No,Travel_Rarely,1072,Research & Development,2,1,Technical Degree,1,1012,2,Male,72,3,1,Manufacturing Director,2,Single,12654,10452,4,Y,Yes,20,4,3,80,0,30,6,3,27,4,15,10
28,No,Non-Travel,331,Research & Development,24,1,Technical Degree,1,1013,2,Male,69,4,5,Manufacturing Director,3,Single,7042,9769,5,Y,Yes,22,3,2,80,3,17,5,4,5,1,1,2
46,No,Travel_Frequently,1241,Human Resources,5,5,Marketing,1,1014,4,Male,39,2,1,Manufacturing Director,3,Single,10244,5038,4,Y,No,16,4,2,80,1,30,1,4,22,12,15,17
25,No,Non-Travel,385,Research & Development,29,3,Medical,1,1015,4,Male,42,1,3,Sales Representative,2,Single,3130,19286,7,Y,Yes,12,3,4,80,0,26,0,1,19,12,8,8
42,No,Non-Travel,1295,Sales,8,1,Other,1,1016,3,Male,52,3,4,Manager,3,Single,7062,9996,7,Y,Yes,19,4,4,80,0,30,4,1,40,4,10,7
29,Yes,Non-Travel,423,Human Resources,25,5,Human Resources,1,1017,2,Male,91,1,5,Research Scientist,4,Married,1648,6956,8,Y,Yes,25,3,2,80,3,4,3,3,25,16,4,3
18,No,Non-Travel,1069,Human Resources,27,5,Human Resources,1,1018,1,Female,92,1,5,Sales Representative,4,Single,15251,26717,9,Y,No,11,4,1,80,2,32,2,2,27,15,9,17
