Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,Yes,Travel_Rarely,917,Sales,5,1,Technical Degree,1,140,4,Female,42,2,5,Research Scientist,3,Single,2714,7361,6,Y,No,24,3,4,80,0,4,2,2,23,2,1,12
43,Yes,Travel_Rarely,1325,Human Resources,25,2,Technical Degree,1,141,4,Female,55,3,2,Healthcare Representative,2,Single,6562,24180,0,Y,No,21,3,2,80,2,25,2,4,25,18,6,16
18,No,Non-Travel,1227,Research & Development,24,5,Other,1,142,3,Male,58,2,4,Research Scientist,1,Married,6744,15434,8,Y,No,19,4,3,80,2,34,6,3,28,12,15,7
39,Yes,Travel_Rarely,1045,Sales,28,1,Medical,1,143,3,Female,78,2,2,Research Director,4,Married,17933,19646,0,Y,No,15,3,4,80,0,35,1,4,20,11,6,8
29,No,Travel_Frequently,510,Human Resources,24,2,Marketing,1,144,2,Female,61,3,2,Human Resources,1,Divorced,17152,22207,0,Y,Yes,16,4,4,80,3,11,6,3,25,7,4,1
51,Yes,Travel_Frequently,1209,Human Resources,17,3,Medical,1,145,4,Female,96,4,3,Healthcare Representative,1,Single,7914,14527,9,Y,Yes,16,4,2,80,1,17,3,3,23,5,15,13
31,Yes,Travel_Rarely,864,Research & Development,28,4,Marketing,1,146,2,Female,59,1,3,Manager,4,Married,7433,6873,2,Y,No,13,4,4,80,2,31,2,3,35,18,1,12
24,No,Non-Travel,543,Research & Development,16,1,Medical,1,147,3,Male,76,3,3,Healthcare Representative,4,Divorced,12513,24362,9,Y,No,23,4,3,80,3,28,0,4,39,9,14,4
28,Yes,Travel_Frequently,1394,Sales,19,4,Human Resources,1,148,2,Male,59,3,3,Manufacturing Director,3,Single,13967,10982,7,Y,Yes,17,3,2,80,1,15,5,3,5,6,5,12
24,No,Non-Travel,1071,Sales,2,1,Medical,1,149,1,Male,49,1,4,Manufacturing Director,2,Divorced,10320,16615,2,Y,No,11,3,3,80,3,29,6,3,35,14,4,17
29,Yes,Travel_Rarely,1404,Sales,14,5,Technical Degree,1,150,3,Male,99,2,1,Sales Executive,3,Married,14516,10607,2,Y,No,11,3,3,80,3,34,0,4,30,9,0,13
36,No,Non-Travel,1224,Research & Development,7,4,Other,1,151,4,Female,50,4,4,Manager,3,Divorced,14844,22584,3,Y,Yes,21,4,4,80,0,11,1,3,7,14,14,8
57,Yes,Non-Travel,758,Human Resources,5,1,Other,1,152,2,Female,66,3,2,Sales Executive,1,Divorced,3964,7031,0,Y,No,16,4,3,80,2,29,5,1,21,2,4,1
35,Yes,Non-Travel,1214,Research & Development,6,2,Marketing,1,153,1,Female,61,4,4,Manager,1,Divorced,16109,26189,1,Y,Yes,17,4,3,80,0,35,4,1,16,15,9,6
41,No,Travel_Rarely,548,Human Resources,8,4,Marketing,1,154,2,Male,45,4,2,Healthcare Representative,1,Single,16582,24651,9,Y,Yes,23,3,2,80,3,5,5,3,40,1,1,11
59,No,Travel_Rarely,1200,Human Resources,5,4,Life Sciences,1,155,3,Male,54,1,4,Research Director,2,Married,2302,17996,7,Y,Yes,14,3,3,80,3,17,6,2,4,16,4,14
36,Yes,Travel_Rarely,853,Research & Development,1,5,Medical,1,156,1,Male,60,3,1,Sales Representative,4,Divorced,18181,24481,7,Y,Yes,16,4,3,80,0,33,5,1,2,4,5,1
30,No,Travel_Frequently,494,Human Resources,2,5,Technical Degree,1,157,4,Male,36,3,2,Human Resources,1,Divorced,17111,4714,7,Y,Yes,19,4,3,80,2,33,0,1,19,2,6,16
24,No,Travel_Rarely,575,Sales,13,2,Life Sciences,1,158,2,Male,43,3,4,Research Scientist,1,Divorced,6920,20115,6,Y,No,19,4,3,80,2,23,3,4,20,7,6,12
53,Yes,Travel_Frequently,1028,Research & Development,13,1,Technical Degree,1,159,3,Female,96,2,3,Healthcare Representative,3,Divorced,8048,12412,0,Y,No,12,3,4,80,1,8,2,3,37,7,7,8
37,No,Travel_Rarely,920,Sales,7,1,Technical Degree,1,160,4,Female,92,1,5,Manufacturing Director,1,Single,19892,14596,1,Y,Yes,16,4,4,80,1,38,0,4,3,9,1,10
52,No,Travel_Frequently,1130,Sales,8,2,Human Resources,1,161,4,Female,58,4,3,Research Scientist,2,Divorced,12024,4798,7,Y,Yes,15,3,4,80,1,8,3,2,31,12,6,17
57,No,Non-Travel,248,Research & Development,25,4,Marketing,1,162,1,Male,84,3,3,Manager,3,Married,1802,12082,2,Y,Yes,20,3,4,80,1,12,5,3,9,2,3,1
33,No,Travel_Frequently,130,Research & Development,23,1,Marketing,1,163,4,Female,72,2,5,Manager,2,Single,18155,26681,4,Y,No,22,3,4,80,2,10,0,3,12,8,1,14
59,No,Non-Travel,897,Sales,9,3,Human Resources,1,164,3,Male,59,4,5,Human Resources,3,Married,18427,4978,2,Y,Yes,19,3,1,80,2,21,3,4,10,0,11,11
40,Yes,Non-Travel,1128,Research & Development,26,1,Technical Degree,1,165,4,Female,65,2,2,Research Director,4,Single,5506,4970,6,Y,Yes,14,3,4,80,2,28,4,2,13,4,6,4
37,No,Travel_Frequently,399,Sales,19,2,Marketing,1,166,1,Female,70,2,1,Research Director,4,Married,10949,16610,4,Y,No,12,3,2,80,2,38,4,2,38,7,7,0
40,No,Travel_Rarely,1078,Human Resources,17,5,Medical,1,167,2,Male,92,4,2,Laboratory Technician,2,Divorced,2065,15482,0,Y,Yes,14,3,2,80,1,28,6,4,20,14,7,13
43,No,Travel_Rarely,881,Sales,11,4,Other,1,168,1,Male,88,1,2,Sales Representative,4,Single,2295,20368,6,Y,No,15,4,4,80,2,29,1,4,18,1,4,14
59,Yes,Non-Travel,1127,Human Resources,6,5,Technical Degree,1,169,4,Male,71,4,1,Laboratory Technician,4,Single,7625,16993,1,Y,Yes,22,3,1,80,0,28,5,3,5,16,12,16
57,No,Travel_Frequently,1229,Research & Development,2,2,Marketing,1,170,2,Female,52,1,4,Manufacturing Director,3,Single,15631,11556,2,Y,No,14,3,3,80,3,31,6,4,34,0,15,7
31,Yes,Travel_Frequently,941,Research & Development,3,5,Other,1,171,2,Male,56,1,2,Laboratory Technician,1,Single,12445,3297,2,Y,Yes,16,3,1,80,3,11,1,3,39,18,5,14
55,Yes,Non-Travel,292,Research & Development,11,3,Medical,1,172,4,Female,67,4,2,Human Resources,3,Married,18279,15652,8,Y,No,20,3,1,80,3,38,6,3,27,10,8,16
54,Yes,Non-Travel,1360,Sales,16,5,Technical Degree,1,173,4,Female,59,3,2,Healthcare Representative,1,Divorced,16242,22589,1,Y,Yes,17,3,3,80,1,0,5,2,18,8,2,9
37,Yes,Non-Travel,335,Sales,11,3,Medical,1,174,2,Female,72,3,4,Sales Executive,1,Single,5457,17871,2,Y,Yes,18,4,1,80,2,35,4,1,13,18,10,11
22,No,Travel_Frequently,165,Research & Development,13,5,Life Sciences,1,175,2,Female,69,3,1,Manufacturing Director,4,Divorced,17296,9881,5,Y,Yes,14,4,2,80,2,2,6,2,5,14,0,15
50,No,Non-Travel,798,Research & Development,24,5,Marketing,1,176,2,Female,96,2,2,Healthcare Representative,4,Married,18125,5889,0,Y,No,21,3,3,80,0,6,4,3,1,18,9,6
38,No,Non-Travel,688,Research & Development,18,3,Medical,1,177,3,Female,50,3,1,Healthcare Representative,1,Divorced,18786,13573,8,Y,Yes,13,4,2,80,0,19,4,3,34,14,1,4
19,Yes,Travel_Rarely,205,Human Resources,13,1,Human Resources,1,178,4,Female,87,3,3,Research Director,2,Single,18490,4667,7,Y,No,24,4,1,80,2,29,3,2,14,4,8,11
43,No,Travel_Rarely,1464,Research & Development,26,3,Medical,1,179,1,Female,90,1,3,Sales Executive,4,Divorced,10258,13517,9,Y,No,17,3,3,80,2,34,3,4,37,13,7,7
53,No,Travel_Frequently,888,Human Resources,11,2,Technical Degree,1,180,4,Male,99,2,2,Human Resources,4,Divorced,16177,12755,8,Y,Yes,13,4,4,80,0,38,6,4,20,15,1,2
31,No,Travel_Rarely,1404,Human Resources,25,2,Technical Degree,1,181,4,Male,79,4,2,Manager,3,Married,19695,24361,4,Y,Yes,12,3,4,80,2,3,2,1,0,17,11,3
36,No,Non-Travel,986,Sales,19,4,Technical Degree,1,182,4,Male,78,4,5,Manager,2,Married,5566,8261,8,Y,Yes,24,4,2,80,1,8,0,1,1,4,15,13
26,No,Non-Travel,1417,Research & Development,28,4,Technical Degree,1,183,2,Male,95,4,5,Sales Executive,4,Married,8406,8182,6,Y,Yes,24,3,3,80,2,2,0,4,23,3,15,2
27,Yes,Travel_Frequently,1160,Human Resources,17,5,Human Resources,1,184,4,Female,99,3,5,Healthcare Representative,3,Single,1362,17457,7,Y,Yes,17,4,3,80,1,2,5,3,36,8,1,15
55,No,Travel_Rarely,207,Sales,10,5,Human Resources,1,185,4,Female,46,1,3,Manufacturing Director,2,Single,10215,11112,4,Y,No,20,3,2,80,2,11,2,2,31,5,1,10
23,No,Travel_Rarely,417,Research & Development,25,4,Medical,1,186,4,Female,56,3,1,Manufacturing Director,1,Divorced,6500,17298,6,Y,Yes,18,3,4,80,3,16,1,4,0,9,14,12
38,No,Non-Travel,1190,Sales,12,4,Other,1,187,3,Male,64,1,3,Research Scientist,4,Single,8932,26155,9,Y,Yes,21,3,3,80,0,4,0,4,6,16,3,14
40,No,Travel_Rarely,682,Research & Development,7,1,Human Resources,1,188,1,Female,45,1,1,Laboratory Technician,4,Single,19557,8148,1,Y,Yes,15,4,1,80,2,27,5,3,16,5,2,8
21,Yes,Travel_Frequently,783,Human Resources,9,3,Life Sciences,1,189,1,Male,55,4,2,Sales Executive,1,Divorced,18724,16225,3,Y,Yes,22,4,1,80,0,4,4,3,28,0,15,4
59,No,Non-Travel,1463,Research & Development,9,2,Technical Degree,1,190,4,Female,95,4,4,Research Scientist,4,Single,3306,19792,3,Y,Yes,22,4,1,80,2,19,3,1,40,2,11,17
39,No,Travel_Frequently,695,Sales,7,2,Other,1,191,4,Female,68,4,1,Research Director,4,Divorced,15360,26189,3,Y,No,14,3,2,80,3,4,6,3,31,17,14,0
20,Yes,Non-Travel,793,Sales,2,4,Human Resources,1,192,4,Female,59,1,1,Laboratory Technician,4,Single,1633,17534,9,Y,No,22,3,1,80,0,19,6,1,29,5,2,3
25,Yes,Travel_Rarely,1362,Human Resources,3,2,Medical,1,193,4,Male,45,2,3,Manager,1,Single,6692,13087,1,Y,Yes,13,4,2,80,1,28,1,1,8,3,12,5
19,Yes,Non-Travel,115,Human Resources,6,1,Technical Degree,1,194,4,Male,46,2,2,Manufacturing Director,4,Married,8848,7813,9,Y,No,22,4,1,80,2,26,0,2,12,3,3,11
52,No,Travel_Frequently,1384,Sales,7,3,Human Resources,1,195,1,Female,90,4,2,Laboratory Technician,1,Divorced,12942,11434,3,Y,Yes,16,4,1,80,0,34,1,2,1,15,3,2
33,Yes,Travel_Rarely,1289,Research & Development,14,2,Technical Degree,1,196,2,Female,71,2,1,Manager,4,Divorced,13314,9324,1,Y,Yes,11,4,2,80,3,11,3,3,8,14,6,11
35,No,Travel_Frequently,362,Human Resources,23,5,Human Resources,1,197,2,Female,89,4,4,Laboratory Technician,3,Divorced,10680,21873,2,Y,No,12,4,4,80,3,29,2,1,27,7,7,10
45,No,Travel_Rarely,407,Sales,29,1,Medical,1,198,1,Male,94,1,4,Sales Representative,4,Married,4220,16919,7,Y,No,19,3,4,80,1,22,2,2,5,0,15,9
28,Yes,Travel_Rarely,1297,Human Resources,15,4,Life Sciences,1,199,2,Male,89,1,1,Research Scientist,3,Single,2080,11812,6,Y,No,23,3,3,80,2,3,0,4,23,14,1,11
41,No,Travel_Rarely,1246,Sales,3,5,Technical Degree,1,200,2,Male,60,1,4,Manager,2,Married,12566,10854,8,Y,Yes,11,3,3,80,3,31,4,1,30,17,9,14
57,Yes,Travel_Rarely,236,Human Resources,29,4,Human Resources,1,201,4,Female,66,1,1,Laboratory Technician,3,Divorced,5857,18357,2,Y,No,15,4,2,80,2,26,3,1,18,6,2,0
32,Yes,Travel_Frequently,1287,Research & Development,21,3,Medical,1,202,4,Male,46,3,2,Manufacturing Director,2,Married,13195,11535,0,Y,Yes,15,4,2,80,2,11,1,2,10,7,3,1
38,No,Travel_Frequently,635,Research & Development,6,2,Other,1,203,3,Male,48,3,4,Sales Representative,2,Single,10890,6074,0,Y,Yes,23,3,4,80,1,0,5,3,18,15,9,4
54,Yes,Travel_Frequently,332,Sales,16,1,Life Sciences,1,204,3,Female,81,2,4,Research Director,1,Married,2812,22021,3,Y,Yes,14,3,1,80,0,32,3,2,31,10,1,11
43,No,Travel_Rarely,977,Research & Development,13,3,Human Resources,1,205,3,Male,69,4,5,Human Resources,2,Single,15565,26392,6,Y,Yes,13,4,4,80,0,9,1,3,30,16,10,2
55,Yes,Non-Travel,115,Research & Development,21,3,Medical,1,206,4,Female,55,2,4,Manufacturing Director,4,Divorced,10904,21270,4,Y,Yes,14,3,1,80,2,19,5,4,7,9,13,5
49,No,Non-Travel,346,Research & Development,16,1,Other,1,207,4,Male,63,4,1,Research Director,1,Married,6345,21153,0,Y,Yes,18,3,3,80,0,17,2,4,40,11,1,9
36,No,Travel_Rarely,498,Sales,6,1,Other,1,208,3,Male,68,3,3,Human Resources,3,Divorced,1431,6581,8,Y,Yes,23,4,4,80,1,6,1,2,32,7,6,17
57,No,Travel_Frequently,1045,Human Resources,4,2,Human Resources,1,209,3,Male,76,2,4,Sales Representative,3,Divorced,10992,3036,1,Y,No,24,3,2,80,1,13,1,1,27,3,2,0
48,Yes,Non-Travel,504,Human Resources,2,5,Other,1,210,4,Female,62,1,1,Manufacturing Director,1,Divorced,5065,21813,3,Y,No,21,4,1,80,1,17,4,3,22,5,7,16
54,No,Non-Travel,1286,Human Resources,17,2,Technical Degree,1,211,3,Female,98,1,1,Manager,4,Married,7075,16500,1,Y,Yes,17,4,2,80,3,7,6,3,7,14,3,16
26,Yes,Travel_Frequently,692,Sales,24,1,Human Resources,1,212,4,Female,79,3,4,Manufacturing Director,4,Divorced,19159,15439,4,Y,No,24,3,4,80,1,0,5,4,6,12,14,16
60,No,Non-Travel,395,Research & Development,13,5,Human Resources,1,213,1,Male,55,3,2,Research Scientist,1,Divorced,14925,25857,7,Y,Yes,23,4,3,80,3,31,4,3,9,14,3,3
34,Yes,Travel_Frequently,574,Sales,5,1,Human Resources,1,214,1,Male,33,2,4,Research Director,2,Married,4165,4601,8,Y,Yes,14,4,4,80,2,34,2,1,2,13,3,12
46,Yes,Travel_Frequently,1008,Research & Development,2,1,Life Sciences,1,215,2,Male,85,2,3,Research Scientist,4,Divorced,19649,24213,7,Y,Yes,19,3,1,80,2,31,4,4,39,11,9,10
21,No,Travel_Rarely,194,Human Resources,27,3,Marketing,1,216,3,Male,42,4,3,Research Director,4,Married,2858,23761,3,Y,No,21,4,1,80,2,7,2,2,1,17,10,1
47,Yes,Travel_Rarely,1156,Research & Development,9,1,Technical Degree,1,217,1,Male,78,4,3,Human Resources,4,Divorced,7756,13102,7,Y,No,20,4,3,80,1,31,5,1,34,6,9,8
21,Yes,Travel_Rarely,925,Human Resources,20,1,Technical Degree,1,218,3,Male,38,4,4,Manager,3,Divorced,10899,18630,4,Y,Yes,14,4,4,80,3,35,1,1,40,16,5,15
31,Yes,Travel_Frequently,1408,Sales,26,5,Medical,1,219,2,Male,89,2,2,Laboratory Technician,3,Married,14452,12535,1,Y,Yes,15,4,2,80,1,25,1,1,9,6,0,7
37,Yes,Travel_Frequently,1248,Research & Development,14,1,Life Sciences,1,220,3,Female,33,3,3,Sales Representative,2,Single,2392,25768,7,Y,No,24,3,3,80,0,26,2,1,25,4,7,3
54,No,Travel_Rarely,1462,Sales,25,5,Marketing,1,221,1,Female,45,3,3,Research Scientist,2,Married,8152,6821,1,Y,No,15,4,4,80,0,31,4,3,7,10,13,15
33,Yes,Non-Travel,845,Research & Development,23,3,Marketing,1,222,1,Female,60,3,5,Research Scientist,3,Single,12899,24548,1,Y,Yes,17,3,4,80,2,5,6,2,19,6,5,14
58,Yes,Travel_Rarely,934,Human Resources,9,1,Medical,1,223,4,Male,84,1,2,Manufacturing Director,1,Married,14800,21824,8,Y,Yes,22,3,1,80,3,8,0,4,12,9,10,2
25,No,Non-Travel,1159,Sales,25,2,Other,1,224,3,Male,91,2,3,Laboratory Technician,3,Married,7518,4859,6,Y,No,17,4,2,80,0,35,5,2,5,14,6,8
28,No,Travel_Frequently,1367,Research & Development,20,3,Life Sciences,1,225,3,Female,45,1,5,Research Scientist,4,Single,17201,5977,3,Y,No,24,4,3,80,3,8,3,2,38,6,9,6
44,No,Travel_Frequently,400,Human Resources,10,3,Life Sciences,1,226,2,Male,88,1,1,Sales Executive,2,Married,14036,24600,3,Y,Yes,22,4,1,80,0,3,2,2,30,11,1,0
34,Yes,Travel_Frequently,910,Sales,12,2,Other,1,227,2,Male,51,4,3,Sales Executive,2,Divorced,11406,25367,8,Y,No,15,3,3,80,1,31,6,3,23,13,9,8
57,Yes,Travel_Rarely,743,Research & Development,29,2,Marketing,1,228,2,Male,36,2,2,Healthcare Representative,2,Divorced,2184,17503,4,Y,Yes,17,3,4,80,3,22,5,4,29,15,3,4
25,Yes,Non-Travel,519,Research & Development,6,2,Technical Degree,1,229,2,Female,97,2,4,Human Resources,2,Married,4099,12863,0,Y,No,17,4,1,80,1,1,0,4,30,14,8,0
39,No,Travel_Rarely,1376,Research & Development,11,5,Life Sciences,1,230,1,Male,71,1,1,Sales Representative,4,Divorced,14078,10455,2,Y,Yes,12,3,2,80,3,25,2,2,7,9,15,13
37,No,Travel_Frequently,1464,Human Resources,27,3,Other,1,231,4,Male,79,4,3,Research Scientist,1,Married,13075,22209,2,Y,Yes,12,3,3,80,1,9,3,1,18,14,13,2
48,Yes,Non-Travel,363,Sales,29,3,Life Sciences,1,232,3,Female,100,1,1,Sales Representative,1,Single,14932,15627,1,Y,Yes,16,4,1,80,0,29,1,2,25,1,2,13
37,Yes,Travel_Rarely,1033,Sales,15,5,Marketing,1,233,2,Female,53,1,5,Manufacturing Director,1,Married,18519,2681,0,Y,No,11,3,4,80,3,38,5,4,19,11,12,9
23,No,Non-Travel,130,Human Resources,4,1,Technical Degree,1,234,1,Female,91,2,2,Research Scientist,2,Divorced,10869,17279,2,Y,Yes,11,3,2,80,3,31,3,1,28,18,7,6
36,Yes,Non-Travel,785,Human Resources,4,4,Medical,1,235,3,Female,92,4,4,Sales Representative,4,Divorced,2998,19405,0,Y,Yes,19,3,3,80,3,7,3,3,28,13,0,5
36,No,Travel_Frequently,806,Research & Development,8,5,Life Sciences,1,236,4,Female,67,4,4,Research Director,4,Divorced,7798,11349,1,Y,No,13,3,2,80,0,26,3,3,15,6,1,0
40,Yes,Travel_Frequently,1488,Human Resources,6,5,Human Resources,1,237,3,Male,44,2,1,Sales Representative,2,Married,9457,13245,5,Y,Yes,25,3,1,80,3,29,6,1,6,3,1,16
24,No,Travel_Rarely,343,Human Resources,12,2,Technical Degree,1,238,4,Male,42,2,3,Research Director,2,Divorced,7624,16482,6,Y,No,24,4,3,80,1,5,2,3,26,11,7,4
51,Yes,Non-Travel,384,Research & Development,14,4,Medical,1,239,1,Male,48,1,5,Human Resources,1,Married,11324,15255,2,Y,No,17,3,2,80,2,26,3,3,20,11,0,8
51,No,Travel_Rarely,929,Research & Development,21,2,Other,1,240,3,Male,55,3,1,Healthcare Representative,3,Married,5137,19148,8,Y,No,12,4,3,80,0,1,6,3,15,9,13,16
25,No,Travel_Frequently,633,Sales,17,3,Human Resources,1,241,1,Male,68,1,4,Research Director,2,Single,19542,25511,8,Y,Yes,15,4,2,80,1,6,2,2,23,14,3,4
45,Yes,Non-Travel,290,Human Resources,14,2,Medical,1,242,4,Female,77,4,5,Sales Representative,4,Married,17354,22949,6,Y,Yes,22,4,2,80,1,31,5,4,8,16,3,6
47,Yes,Non-Travel,423,Sales,12,1,Other,1,243,1,Female,77,3,1,Sales Representative,2,Divorced,13181,12085,5,Y,Yes,18,3,2,80,3,3,2,3,13,5,15,0
25,Yes,Non-Travel,193,Research & Development,16,5,Marketing,1,244,3,Male,90,2,2,Sales Representative,4,Married,15724,6975,5,Y,Yes,17,3,4,80,0,28,5,3,5,5,0,9
53,No,Travel_Rarely,1247,Human Resources,7,5,Other,1,245,2,Male,94,1,1,Sales Representative,2,Divorced,10018,8837,3,Y,No,23,4,4,80,3,1,2,4,11,13,0,16
38,Yes,Travel_Frequently,288,Human Resources,4,5,Life Sciences,1,246,2,Female,62,1,2,Manufacturing Director,4,Single,6553,4024,9,Y,No,11,3,3,80,0,20,1,4,20,8,12,3
21,No,Non-Travel,1324,Sales,8,4,Other,1,247,1,Male,37,3,4,Sales Representative,4,Divorced,16874,3041,6,Y,No,15,3,2,80,2,36,3,4,5,16,6,4
41,No,Non-Travel,1202,Research & Development,18,4,Human Resources,1,248,4,Male,51,1,1,Sales Executive,3,Single,9230,24376,6,Y,No,20,4,1,80,0,19,0,4,7,4,8,13
31,Yes,Travel_Rarely,803,Sales,9,4,Marketing,1,249,3,Male,56,4,5,Research Director,1,Single,5390,23276,0,Y,No,25,3,2,80,3,25,4,1,4,17,0,14
25,Yes,Travel_Frequently,1333,Research & Development,13,2,Technical Degree,1,250,1,Male,77,2,4,Healthcare Representative,2,Single,1657,26945,4,Y,No,12,4,2,80,3,23,0,3,31,6,0,6
58,Yes,Non-Travel,670,Sales,17,4,Life Sciences,1,251,2,Female,46,1,2,Manufacturing Director,2,Single,9998,8380,0,Y,Yes,11,4,1,80,3,26,2,1,33,14,15,11
51,No,Travel_Rarely,561,Human Resources,9,4,Other,1,252,3,Female,80,2,3,Human Resources,1,Single,8402,24689,6,Y,No,14,3,3,80,0,40,5,1,1,15,13,0
55,Yes,Travel_Frequently,608,Human Resources,16,2,Marketing,1,253,3,Female,39,4,1,Sales Executive,1,Divorced,2997,3186,6,Y,No,23,3,1,80,0,19,4,4,4,3,1,17
21,Yes,Travel_Frequently,924,Human Resources,20,4,Life Sciences,1,254,4,Male,89,4,5,Human Resources,3,Single,1860,16973,8,Y,No,12,3,1,80,1,36,1,3,22,13,15,14
29,No,Non-Travel,192,Human Resources,5,3,Other,1,255,3,Male,99,2,2,Sales Executive,3,Single,12245,11631,5,Y,No,11,3,1,80,2,12,1,2,4,10,6,15
47,Yes,Travel_Rarely,1261,Research & Development,20,3,Medical,1,256,2,Female,88,1,4,Manager,1,Single,8317,24809,3,Y,No,14,4,3,80,1,25,1,1,23,0,2,11
19,No,Non-Travel,697,Research & Development,7,5,Marketing,1,257,1,Female,55,3,2,Manager,3,Single,6719,13229,8,Y,No,14,3,2,80,0,1,6,2,24,3,10,6
37,Yes,Non-Travel,859,Research & Development,22,2,Other,1,258,1,Female,48,2,2,Manager,4,Single,13272,12512,9,Y,No,25,3,2,80,1,20,1,1,40,8,4,16
55,Yes,Non-Travel,268,Research & Development,26,5,Human Resources,1,259,4,Male,93,4,2,Research Director,3,Single,16845,25544,7,Y,Yes,20,4,1,80,1,12,3,2,25,6,9,13
42,No,Travel_Frequently,623,Sales,3,2,Human Resources,1,260,4,Male,59,1,4,Sales Representative,3,Married,15792,17414,6,Y,Yes,23,4,3,80,3,1,1,4,14,8,2,11
23,Yes,Travel_Rarely,1152,Sales,21,1,Marketing,1,261,1,Female,39,3,1,Sales Representative,2,Married,7452,24215,5,Y,Yes,22,4,2,80,2,0,6,3,18,11,12,12
55,No,Travel_Frequently,1441,Sales,25,2,Medical,1,262,2,Female,90,2,5,Sales Representative,4,Single,16128,13256,1,Y,No,17,4,2,80,3,35,0,3,8,18,4,9
18,Yes,Travel_Rarely,828,Research & Development,8,4,Medical,1,263,3,Male,32,1,2,Laboratory Technician,3,Single,19813,14902,6,Y,Yes,12,4,2,80,0,21,4,4,40,9,2,5
24,No,Non-Travel,1337,Research & Development,1,2,Life Sciences,1,264,4,Male,56,2,3,Sales Representative,1,Married,2891,14173,8,Y,No,16,4,4,80,0,8,4,4,30,2,12,6
26,No,Travel_Frequently,987,Sales,22,4,Life Sciences,1,265,2,Male,65,2,1,Laboratory Technician,4,Divorced,14091,21913,3,Y,Yes,18,4,1,80,2,29,2,3,25,5,13,7
29,Yes,Travel_Frequently,889,Sales,6,5,Human Resources,1,266,1,Female,50,3,5,Manufacturing Director,1,Single,8128,18264,6,Y,Yes,12,3,3,80,3,10,2,2,32,1,14,0
22,Yes,Travel_Frequently,805,Sales,13,2,Medical,1,267,1,Male,44,2,3,Sales Executive,4,Married,3244,4798,8,Y,Yes,13,4,3,80,1,1,4,1,11,9,3,17
43,No,Non-Travel,1477,Human Resources,22,3,Life Sciences,1,268,3,Female,57,1,5,Manager,4,Single,2573,22894,8,Y,Yes,22,4,4,80,0,3,6,4,12,7,11,7
30,No,Non-Travel,965,Human Resources,1,3,Life Sciences,1,269,2,Female,51,2,1,Research Scientist,1,Married,11582,20511,3,Y,Yes,17,3,2,80,0,22,2,2,0,12,10,0
42,No,Travel_Frequently,552,Human Resources,22,3,Technical Degree,1,270,1,Female,57,4,3,Sales Executive,1,Single,18578,20745,2,Y,No,20,4,4,80,2,11,5,3,30,2,10,0
56,Yes,Travel_Frequently,1148,Sales,24,2,Other,1,271,2,Female,45,3,2,Research Scientist,2,Single,3610,4057,2,Y,Yes,15,3,2,80,1,2,1,4,21,4,8,10
59,No,Travel_Rarely,951,Sales,27,3,Human Resources,1,272,3,Male,61,2,5,Healthcare Representative,2,Single,8298,22019,6,Y,No,18,3,1,80,0,12,0,2,13,4,2,5
55,No,Non-Travel,1141,Human Resources,14,4,Marketing,1,273,2,Female,84,2,5,Manager,3,Married,19897,16782,3,Y,Yes,12,4,4,80,1,30,3,4,32,13,4,15
19,Yes,Travel_Frequently,272,Research & Development,20,5,Life Sciences,1,274,3,Male,89,3,4,Manufacturing Director,4,Single,16765,4451,5,Y,Yes,14,3,2,80,0,32,5,3,31,12,13,12
41,Yes,Travel_Frequently,732,Sales,19,1,Medical,1,275,1,Male,50,2,4,Manufacturing Director,3,Single,17020,22901,5,Y,Yes,25,4,2,80,3,2,6,3,40,0,4,8
56,Yes,Travel_Rarely,403,Research & Development,8,5,Other,1,276,1,Female,41,4,4,Human Resources,2,Married,6442,16081,4,Y,Yes,20,4,4,80,0,40,4,3,9,8,6,12
37,No,Non-Travel,1109,Human Resources,4,1,Technical Degree,1,277,4,Male,85,2,2,Research Director,2,Single,5410,8582,7,Y,No,18,3,2,80,0,11,6,2,16,13,14,3
58,No,Non-Travel,702,Human Resources,13,1,Marketing,1,278,3,Female,60,4,4,Human Resources,1,Divorced,9727,26728,0,Y,No,14,3,4,80,3,30,6,3,38,13,10,11
39,Yes,Non-Travel,841,Sales,13,4,Other,1,279,3,Male,42,1,4,Research Scientist,2,Divorced,5036,19481,4,Y,Yes,18,4,4,80,0,40,6,3,1,11,1,10
46,No,Travel_Rarely,1094,Research & Development,24,5,Human Resources,1,280,4,Male,42,4,3,Manager,2,Single,19748,25577,8,Y,No,18,3,3,80,1,28,0,4,34,7,7,6
28,No,Non-Travel,992,Sales,1,2,Marketing,1,281,3,Female,62,4,1,Laboratory Technician,4,Divorced,11914,9427,9,Y,Yes,17,4,4,80,1,16,0,3,5,3,2,10
